logradouro,nome_logradouro,bairro,zona,area,quartos,aluguel
rua,Dona Maria Quedas, Jardim Andaraí,norte,82,3,1098
rua,Vitalina Moura, Vila Roque,norte,50,2,1400
rua,Alcindo Bueno De Assis, Barro Branco,norte,60,2,1500
rua,Artur De Oliveira, Parque Peruche,norte,51,2,2500
rua,Maria Bandini Savoy, Parque Mandaqui,norte,58,2,1300
rua,Ana De Barros, Jardim Santa Inês,norte,65,3,1500
rua,Said Saad, Vila Amália,norte,26,1,700
rua,Said Saad, Vila Amália,norte,30,1,750
rua,Plinio Colás, Lauzane Paulista,norte,126,3,2500
rua,João Rudge, Casa Verde,norte,76,3,2500
rua,Manuel De Sousa, Santana,norte,119,4,2950
rua,Carolina Soares, Vila Diva (zona Norte),norte,40,1,1800
rua,Doutor Zuquim, Santana,norte,35,1,1800
rua,Parque Da Fonte, Barro Branco,norte,438,4,9540
rua,Ministro Fonseca Filho, Jaçanã,norte,70,2,1482
rua,Ataualpa, Parque Novo Mundo,norte,131,2,2350
rua,Francisco Da Lira, Jardim Leonor Mendes De Barros,norte,96,2,1211
rua,Canatiar, Vila Nova Mazzei,norte,150,3,2600
rua,Maestro Antão Fernandes, Jardim São Bento,norte,350,1,10000
rua,Dona Estela Borges Morato, Vila Siqueira (zona Norte),norte,48,2,1650
rua,Alfredo Pujol, Santana,norte,34,2,1700
rua,Piratininga, Jardim Brasília (zona Norte),norte,58,2,1900
rua,Dona Martinha, Santa Teresinha,norte,58,2,2000
rua,Acorizal, Vila Maria Alta,norte,490,6,8500
rua,Alegria, Jardim Brasília (zona Norte),norte,55,2,2500
rua,Helena Gambini, Vila Bruna,norte,132,3,2800
rua,Campelo, Vila Nova Mazzei,norte,38,1,1250
rua,Charles Terry, Santana,norte,270,4,7200
rua,Dos Camarés  150, Carandiru,norte,58,2,1490
rua,Professor Paul Hugon, Vila Aurora,norte,100,3,2600
rua,Carlos Adalberto Ilha Macedo, Vila Nova Mazzei,norte,70,2,1500
rua,Amambaí, Vila Maria Baixa,norte,40,1,1200
rua,Barra Da Jangada, Parada Inglesa,norte,65,2,1700
rua,Barra Da Jangada, Parada Inglesa,norte,65,2,1700
rua,Voluntários Da Pátria, Santana,norte,60,2,1650
rua,Assano, Jardim Japão,norte,25,1,850
rua,Canto Do Junco, Santana,norte,90,2,2760
rua,Domingos Fasolari, Casa Verde,norte,40,1,1600
rua,Ribeiro De Morais, Vila Albertina,norte,68,2,1800
rua,Doutor Gabriel Covelli, Parque Peruche,norte,50,1,1100
rua,Nossa Senhora Operária, Vila Guilherme,norte,33,1,1000
rua,Desembargador Euclides Da Silveira, Casa Verde,norte,49,1,2400
rua,Doutor Gabriel Covelli, Parque Peruche,norte,55,1,900
rua,Campo Comprido, Vila Romero,norte,120,3,1278
rua,Corneteiro Jesus, Jardim Felicidade (zona Norte),norte,50,1,1000
rua,Said Saad, Vila Amália,norte,90,2,1600
rua,Brito Peixoto, Vila Primavera,norte,52,2,2147
rua,Purus, Vila Mazzei,norte,44,2,1500
rua,Professor Dário Ribeiro, Vila Prado,norte,69,2,1915
rua,Alfredo Pujol, Santana,norte,37,2,1700
rua,Conselheiro Moreira De Barros, Santana,norte,116,3,1500
rua,Capitão Luís Ramos, Vila Guilherme,norte,63,2,1246
rua,Ladeira Velha, Freguesia Do Ó,norte,64,2,1220
rua,Professor Dário Ribeiro, Vila Prado,norte,30,1,700
rua,Pedro Setti, Vila Paiva,norte,200,4,2750
rua,Desembargador Euclides Da Silveira, Casa Verde,norte,49,1,2550
rua,Guaraja, Vila Mazzei,norte,32,1,1360
rua,Ausônia, Vila Mazzei,norte,50,2,1300
rua,Henrique Braglia, Vila Dom Pedro Ii,norte,56,2,2306
rua,Torres Da Barra, Jardim Peri,norte,33,1,1824
rua,Visconde De Parnaíba, Jardim Brasília (zona Norte),norte,42,1,2158
rua,Carlos Dos Santos, Jardim Brasil,norte,50,2,1246
rua,Voluntários Da Pátria, Santana,norte,29,1,3300
rua,Relíquia, Jardim Das Laranjeiras,norte,75,2,1850
rua,Cel. Gustavo Santiago, Vila Zilda,norte,60,2,2500
rua,Pedro Cacunda, Jardim São Paulo,norte,50,2,2300
rua,Soror Angélica, Vila Ester (zona Norte),norte,179,3,3500
rua,Torres Da Barra, Jardim Peri,norte,31,1,1600
rua,Ouro Grosso, Parque Peruche,norte,185,3,4000
rua,José Justino Pereira, Água Fria,norte,350,4,6000
rua,Brazelisa Alves De Carvalho, Vila Baruel,norte,175,2,1800
rua,Pedroso Xavier, Vila Albertina,norte,65,2,2300
rua,Padre Leão Peruche, Vila Mazzei,norte,50,2,1733
rua,Barnabé Coutinho, Vila Albertina,norte,65,3,1450
rua,Santa Ângela, Vila Palmeiras,norte,60,1,700
rua,Antônio De Paula Freitas, Vila Bancária Munhoz,norte,55,1,900
rua,Caetano Desco, Vila Baruel,norte,30,1,1150
rua,Doutor Zuquim, Santana,norte,87,1,4700
rua,Cônego Luís Gonzaga Biazi, Carandiru,norte,40,1,1131
rua,Manuel Correia, Vila Palmeiras,norte,45,1,800
rua,Campo Belo Do Sul 113, Parque Vitória,norte,50,1,1000
rua,José Eduardo Raduan 5, Parque Edu Chaves,norte,80,2,1299
rua,Rodolfo Bardela 335, Brasilândia,norte,30,1,620
rua,Jamunda 79, Vila Mazzei,norte,60,2,1180
rua,Carlos Escobar 282, Santana,norte,10,1,800
rua,General Isidoro Dias Lopes,"
                287",norte,270,3,3000
rua,Estrela Do Indaiá,"
                172",norte,450,4,8500
rua,Alberto Lohnhoff, Lauzane Paulista,norte,25,1,650
rua,Álvaro De Abreu,"
                139",norte,271,4,7500
rua,Yvorne, Lauzane Paulista,norte,34,1,1066
rua,Gávea, Vila Maria,norte,42,2,1350
rua,Voluntários Da Pátria,"
                3744",norte,42,,2000
rua,Doutor Virgílio Do Nascimento, Jardim Brasília (zona Norte),norte,60,1,1200
rua,Itaiquara, Itaberaba,norte,50,2,1400
rua,Doutor Zuquim, Santana,norte,75,2,1250
rua,Juan Arfe, Vila Cruz Das Almas,norte,50,2,1300
rua,Voluntários Da Pátria, Santana,norte,20,1,1350
rua,Da Bica, Freguesia Do Ó,norte,25,1,800
rua,Manuel Cherem, Vila Paulista,norte,62,3,2450
rua,Yvorne, Lauzane Paulista,norte,34,1,1090
rua,Ofion, Vila Guilherme,norte,20,1,850
rua,Santo Egídio, Santa Teresinha,norte,60,2,1100
rua,Antônio Ribeiro De Morais, Jardim Peri,norte,72,3,1500
rua,Yvorne, Lauzane Paulista,norte,34,1,1080
rua,Da Bica, Freguesia Do Ó,norte,70,1,1200
rua,Rio Doce, Vila Gustavo,norte,47,1,960
rua,Mariquinha Viana, Água Fria,norte,65,2,1150
rua,Yvorne, Lauzane Paulista,norte,38,1,1160
rua,Ascenso Dias Leme, Imirim,norte,40,1,550
rua,Laerte, Vila Mariza Mazzei,norte,75,1,920
rua,Yvorne, Lauzane Paulista,norte,34,1,1200
rua,Alcindo Bueno De Assis, Barro Branco,norte,55,2,1139
rua,Dona Joaquina De Jesus, Vila Isolina Mazzei,norte,86,2,2400
rua,Gávea, Vila Maria,norte,35,1,1200
rua,Francisca Biriba, Santa Teresinha,norte,70,1,1400
rua,Ofion, Vila Guilherme,norte,20,1,900
rua,Francisca Júlia, Santana,norte,61,2,1908
rua,Henrique Braglia, Vila Dom Pedro Ii,norte,35,1,1500
rua,Hamburgo, Vila Gustavo,norte,32,1,1300
rua,Filipe De Lorenzo, Vila Isolina Mazzei,norte,183,3,3490
rua,Da Grota, Vila Gustavo,norte,80,2,1850
rua,Parque Da Fonte, Barro Branco,norte,500,3,15000
rua,Outeiro Da Cruz, Jardim São Paulo,norte,58,2,1550
rua,Gávea, Vila Maria,norte,44,2,1450
rua,Torres Da Barra, Jardim Peri,norte,31,1,1800
rua,Marieta Da Silva, Vila Guilherme,norte,100,2,2075
rua,Zanzibar, Casa Verde,norte,51,2,1390
rua,Domiciano Ribeiro, Casa Verde Alta,norte,50,1,1200
rua,Antônio De Souza Costa, Imirim,norte,100,2,2500
rua,Ofion, Vila Guilherme,norte,20,1,950
rua,Coronel Euclídes Machado, Jardim Peri,norte,42,2,1300
rua,Itaici, Santa Teresinha,norte,96,3,1899
rua,Soares De Bivar, Vila Nova Cachoeirinha,norte,120,3,2520
rua,Judith Zumkeller, Parque Mandaqui,norte,50,2,1350
rua,Yvorne, Lauzane Paulista,norte,35,1,1110
rua,Yvorne, Lauzane Paulista,norte,42,1,1250
rua,Voluntários Da Pátria, Santana,norte,200,4,2950
rua,Doutor Olavo Egídio, Santana,norte,74,3,2500
rua,Bela Vista Do Paraíso, Vila Palmeiras,norte,58,2,1300
rua,Alfredo Pujol, Santana,norte,56,2,2050
rua,Alfredo Pujol, Santana,norte,42,1,2400
rua,Cândido Figueiredo, Vila Gustavo,norte,87,2,2241
rua,Alferes Magalhães, Santana,norte,58,1,1450
rua,Cabo Antônio Pinton, Parque Novo Mundo,norte,50,2,1700
rua,Gávea, Vila Maria,norte,35,1,1200
rua,Voluntários Da Pátria, Santana,norte,20,1,1250
rua,Araritaguaba, Vila Maria Alta,norte,40,1,960
rua,Copacabana, Santa Teresinha,norte,90,3,3300
rua,Almirante Noronha, Jardim São Paulo,norte,63,2,1500
rua,Professor João Machado, Nossa Senhora Do Ó,norte,47,2,1400
rua,Zalina Rolim, Vila Ede,norte,70,2,1600
rua,Liestal, Lauzane Paulista,norte,180,3,3500
rua,Macaiá-mirim, Santana,norte,110,3,2500
rua,Alfredo Pujol, Santana,norte,96,3,2134
rua,Ezequiel Freire, Santana,norte,70,3,1605
rua,Major Dantas Cortez, Vila Gustavo,norte,53,2,2060
rua,Doutor Zuquim, Santana,norte,45,1,2650
rua,Mere Marie Anais De Sion, Vila Cachoeira,norte,74,2,1400
rua,Barra Mansa, Jardim França,norte,540,5,3800
rua,Locarno, Jardim Leonor Mendes De Barros,norte,370,4,4000
rua,Relíquia, Jardim Das Laranjeiras,norte,50,1,1250
rua,São Zeferino, Jardim França,norte,127,2,1750
rua,Joaquim José Da Cruz Secco, Barro Branco,norte,500,4,14000
rua,Manuel De Soveral, Jardim São Paulo,norte,100,3,2000
rua,Padre Agostinho Poncet, Água Fria,norte,250,5,5000
rua,Jacaré Copaíba, Vila Marina,norte,56,2,1200
rua,Das Promessas, Vila Medeiros,norte,70,1,1100
rua,Clara De Oliveira, Santa Teresinha,norte,60,2,1500
rua,Jorge Valim, Parque Peruche,norte,55,2,2400
rua,Macieira, Jardim Peri,norte,55,2,1700
rua,Luis Tavares, Vila Guilherme,norte,126,3,5000
rua,Gávea, Vila Maria,norte,46,2,1600
rua,José Debieux, Santana,norte,57,2,1600
rua,Joaquim Norberto, Vila Paulicéia,norte,45,1,1800
rua,Doutor Heitor Nascimento, Nossa Senhora Do Ó,norte,55,2,1600
rua,Eugênio De Freitas, Vila Guilherme,norte,58,3,2061
rua,Ministro Romeiro Neto, Vila Basileia,norte,48,1,1350
rua,Torquato Neto, Jardim Brasília (zona Norte),norte,48,2,1100
rua,Guilherme De Jesus, Jardim Peri,norte,45,1,1050
rua,Eduardo Leopoldo, Vila Guilherme,norte,65,2,1650
rua,Cirene De Oliveira Laet, Vila Nilo,norte,110,3,3000
rua,Atílio Piffer, Casa Verde,norte,62,2,2800
rua,Torres Da Barra, Jardim Peri,norte,31,1,1780
rua,João De Laet, Vila Aurora,norte,65,2,1400
rua,Conselheiro Moreira De Barros, Santana,norte,100,3,2040
rua,Voluntários Da Pátria, Santana,norte,110,3,2500
rua,Antônio Clemente, Jardim São Paulo,norte,163,3,6000
rua,Martim Burchard, Jardim Brasília (zona Norte),norte,44,2,1700
rua,Luís Carneiro, Vila Pereira Barreto,norte,100,3,2060
rua,Jorge Duprat Figueiredo, Vila Paulista,norte,96,2,2700
rua,Duarte De Azevedo, Santana,norte,44,1,1900
rua,José Jerônimo Vasconcelos, Parque Mandaqui,norte,140,3,3500
rua,Celso Vieira, Vila Pereira Barreto,norte,553,5,8800
rua,Antônio Ribeiro De Morais, Vila Carbone,norte,73,3,2750
rua,Aluísio Azevedo, Santana,norte,69,2,1700
rua,Juan Arfe, Vila Cruz Das Almas,norte,50,2,1500
rua,Francisca Júlia, Santana,norte,225,4,4000
rua,Comendador Cesar Alfieri, Parque São Luís,norte,67,2,1285
rua,Torres Da Barra, Jardim Peri,norte,31,1,1500
rua,Alfredo Pujol, 1755,norte,160,,4059
rua,Alfredo Pujol, 1755,norte,160,,4059
rua,Doutor Guilherme Cristofel, Santana,norte,230,3,5500
rua,Judith Zumkeller, Parque Mandaqui,norte,82,3,2395
rua,Celso Vieira, Vila Pereira Barreto,norte,69,2,2800
rua,Tavannes, Lauzane Paulista,norte,47,2,1150
rua,Santa Eudóxia 963 - Cs 8, Parque Peruche,norte,50,2,1300
rua,Duarte De Azevedo, Santana,norte,44,1,1900
rua,Jupiá, Santa Teresinha,norte,44,2,3820
rua,Dos Camarés, Carandiru,norte,49,2,1900
rua,Doutor Guilherme Cristoffel, Santana,norte,238,3,8000
rua,Conselheiro Moreira De Barros, Santana,norte,200,4,2300
rua,Duarte De Azevedo, Santana,norte,46,1,1900
rua,Américo Boaventura, Santana,norte,100,2,2000
rua,Ezequiel Freire, Santana,norte,46,1,1950
rua,Aragão, Vila Mazzei,norte,60,2,2350
rua,Ministro Romeiro Neto, Vila Basileia,norte,46,1,1200
rua,Gonçalves Figueira, Vila Bandeirantes,norte,70,3,2000
rua,Vasconcelos De Barros, Jardim Rossin,norte,90,2,2500
rua,Tebas, Vila Paulista,norte,86,3,4500
rua,Juami, Vila Ester (zona Norte),norte,98,2,2650
rua,Ernesto De Castro, Jardim Brasília (zona Norte),norte,56,2,2200
rua,Santo Egídio, Santa Teresinha,norte,176,4,3300
rua,Doutor Mario Pinto Serva, Casa Verde Alta,norte,340,4,3900
rua,Estevão Furquim, Jardim Peri,norte,150,2,2750
rua,Alexandre Azevedo, Vila Mazzei,norte,80,2,1699
rua,Atílio Piffer, Casa Verde,norte,90,3,3000
rua,Copacabana, Santa Teresinha,norte,70,2,1650
rua,Camatei, Vila Nivi,norte,320,4,3750
rua,Dragões Da Independência, Vila Gustavo,norte,44,2,1950
rua,Guarajá, Vila Mazzei,norte,45,1,2000
rua,Balsa, Vila Arcádia,norte,49,2,1450
rua,Voluntários Da Pátria, Santana,norte,92,2,5500
rua,Ribeiro Junqueira, Vila Roque,norte,63,2,1800
rua,Piracema, Santa Teresinha,norte,75,3,2800
rua,Coriolano, Jardim Peri,norte,69,2,4000
rua,Piracema, Santa Teresinha,norte,74,3,3000
rua,Soldado João Rodrigues, Jardim Japão,norte,200,3,4500
rua,Manoel De Soveral, Jardim São Paulo,norte,75,2,2550
rua,Doutor Gabriel Covelli, Parque Peruche,norte,49,2,1350
rua,Copacabana, Santa Teresinha,norte,100,3,3500
rua,Kobe, Jardim Japão,norte,149,3,3200
rua,Das Casuarinas, Vila Nova Mazzei,norte,78,2,2000
rua,Maria José Pomar, Lauzane Paulista,norte,118,3,3500
rua,Togo, Jardim Japão,norte,67,3,2400
rua,Enótria, Vila Mazzei,norte,144,2,2600
rua,César Pena Ramos, Vila Santa Maria,norte,170,5,2490
rua,José Kauer, Jardim Brasília (zona Norte),norte,32,1,1680
rua,Capitão Alberto Mendes Júnior, Água Fria,norte,158,4,3500
rua,Jupiá, Santa Teresinha,norte,44,2,3820
rua,Jupiá, Santa Teresinha,norte,43,2,3720
rua,Jupiá, Santa Teresinha,norte,43,2,3610
rua,Jupiá, Santa Teresinha,norte,44,2,3820
rua,Jupiá, Santa Teresinha,norte,43,2,3460
rua,Jupiá, Santa Teresinha,norte,43,2,3720
rua,Jupiá, Santa Teresinha,norte,43,2,3460
rua,Jupiá, Santa Teresinha,norte,43,2,3610
rua,Jupiá, Santa Teresinha,norte,46,3,4140
rua,Jupiá, Santa Teresinha,norte,44,2,3460
rua,Jupiá, Santa Teresinha,norte,44,2,3820
rua,Jupiá, Santa Teresinha,norte,43,2,3720
rua,Tupiguaés, Santana,norte,214,5,4769
rua,Jupiá, Santa Teresinha,norte,43,2,3610
rua,Jupiá, Santa Teresinha,norte,43,2,3720
rua,Jupiá, Santa Teresinha,norte,43,2,3610
rua,Jupiá, Santa Teresinha,norte,46,3,4140
rua,Jupiá, Santa Teresinha,norte,43,2,3720
rua,Jupiá, Santa Teresinha,norte,43,2,3610
rua,Aluísio Azevedo, Santana,norte,55,2,1900
rua,Major Armando Veiga Castelo, Jardim São José (zona Norte),norte,110,3,2147
rua,Santo Ubaldo, Vila Palmeiras,norte,67,3,2000
rua,Pedro Doll, Santana,norte,130,3,2500
rua,Conselheiro Saraiva, Santana,norte,130,2,2400
rua,Copacabana, Santa Teresinha,norte,50,2,1809
rua,Togo, Jardim Japão,norte,63,3,2000
rua,Ministro Romeiro Neto, Vila Basileia,norte,46,1,1200
rua,Corrientes, Jardim Peri,norte,255,4,12000
rua,Camarajé, Jardim Paraíso,norte,70,2,1800
rua,Ministro Romeiro Neto, Vila Basileia,norte,46,1,1200
rua,Ministro Romeiro Neto, Vila Basileia,norte,46,1,1200
rua,José Debieux, Santana,norte,63,2,2530
rua,Doutor Paulo Gatti, Vila Romero,norte,170,2,3000
rua,Cônego Amaral Mello, Casa Verde,norte,250,3,13000
rua,Silva Guimarães, Vila Ede,norte,500,3,5300
rua,Piracema, Santa Teresinha,norte,60,2,1500
rua,Aragão, Vila Mazzei,norte,400,3,3600
rua,Mário La Torre, Santa Teresinha,norte,70,2,1700
rua,General Bagueira, Santana,norte,120,3,2800
rua,Santa Eulália, Santana,norte,270,4,4500
rua,Ipupiara, Vila Carbone,norte,74,2,2550
rua,Ministro Romeiro Neto, Vila Basileia,norte,45,1,1300
rua,Ministro Romeiro Neto, Vila Basileia,norte,45,1,1300
rua,Marquês De Paraná, Jardim Peri,norte,96,2,2125
rua,Silva Guimarães, Vila Ede,norte,115,3,3600
rua,Capitão Sérvio Rodrigues Caldas, Vila Dom Pedro Ii,norte,76,3,3000
rua,Voluntários Da Pátria, Santana,norte,92,3,2400
rua,Ribeiro Junqueira, Vila Roque,norte,65,2,1683
rua,José Antônio Coelho, Vila Mariana,sul,75,2,1800
rua,Vergueiro, Vila Firmiano Pinto,sul,58,2,1350
rua,Tingua, Vila Mascote,sul,100,3,2200
rua,José Alves De Almeida, Jardim Celeste,sul,50,2,1250
rua,Doná Vitu Giorgi, Jardim Leonor,sul,49,2,1409
rua,Professor Arnaldo João Semeraro, Jardim Santa Emília,sul,63,2,1200
rua,François Coty, Cambuci,sul,34,2,1450
rua,Ribeiro Do Vale, Brooklin Paulista,sul,40,1,2700
rua,Taquaruçu, Vila Parque Jabaquara,sul,30,1,980
rua,Professora Heloísa Carneiro, Jardim Aeroporto,sul,40,1,1000
rua,Nossa Senhora Da Saúde, Vila Das Mercês,sul,18,1,730
rua,Coronel Luís Barroso, Santo Amaro,sul,35,1,1950
rua,Jupi, Santo Amaro,sul,45,2,1756
rua,Manuel Da Nóbrega, Paraíso,sul,76,3,2940
rua,Major Freire, Vila Monte Alegre,sul,68,2,1560
rua,Florestópolis, Jardim Maria Estela,sul,30,1,800
rua,Florestópolis, Jardim Santa Cruz (sacomã),sul,30,1,800
rua,Brás Lourenço, Vila Mariana,sul,50,1,1500
rua,Santa Rita D#39oeste, Vila Do Encontro,sul,29,1,850
rua,Alvorada, Vila Olímpia,sul,63,2,2500
rua,Tutóia, Vila Mariana,sul,94,2,2800
rua,Joaquim Floriano, Itaim Bibi,sul,57,1,2200
rua,Gaivota, Moema,sul,298,5,13500
rua,Leopoldo Couto Magalhães Júnior, Itaim Bibi,sul,80,2,5200
rua,João Bethcem Moreira Filho, Cidade Domitila,sul,50,2,1260
rua,Joaquim Távora, Vila Mariana,sul,103,3,5800
rua,Dos Patriotas, Ipiranga,sul,40,1,2000
rua,Verinha Darcy, Brooklin Paulista,sul,168,3,7000
rua,Caconde, Jardim Paulista,sul,278,4,13000
rua,Duque Costa, Vila Sofia,sul,64,3,2185
rua,Quatá, Vila Olímpia,sul,25,1,2800
rua,Fernandes Moreira, Chácara Santo Antônio,sul,129,2,3150
rua,Cipriano Barata, Ipiranga,sul,140,4,4500
rua,Topázio, Vila Mariana,sul,110,2,2983
rua,Alexandre Benois, Vila Andrade,sul,60,3,1803
rua,Dona Brígida, Vila Mariana,sul,150,3,3400
rua,Guararapes, Brooklin Paulista,sul,50,1,3200
rua,Carlos Petti, Vila Mariana,sul,300,4,10000
rua,Coronel Pedro De Oliveira, Jardim Santa Cruz (sacomã),sul,110,2,1450
rua,Ângelo Bertini, Jardim Celeste,sul,73,3,2600
rua,Santo Irineu, Bosque Da Saúde,sul,148,3,8250
rua,Edson, Campo Belo,sul,70,2,2831
rua,Brás Lourenço, Vila Mariana,sul,140,3,3137
rua,Gomes De Carvalho, Vila Olímpia,sul,43,1,2700
rua,Capitao Pinto Ferreira, Jardim Paulista,sul,150,3,4000
rua,Viaza, Jardim Aeroporto,sul,34,1,2816
rua,Antônio De Macedo Soares, 1471 - Campo Belo,sul,69,2,3000
rua,Maracá, Vila Guarani (z Sul),sul,78,2,3175
rua,Taquaruçu, Vila Parque Jabaquara,sul,30,1,980
rua,Marquesa Santos, Vila Dom Pedro I,sul,41,1,2210
rua,Tenente Negrão, Itaim Bibi,sul,36,1,3200
rua,Dom Salomão Ferraz, Vila Andrade,sul,57,2,2000
rua,José Gonçalves, Vila Andrade,sul,105,3,2000
rua,Izar, Bosque Da Saúde,sul,30,1,1850
rua,Doutor Chibata Miyakoshi, Paraíso Do Morumbi,sul,34,1,1200
rua,Dom Duarte Leopoldo, Cambuci,sul,90,2,1800
rua,Tuim, Vila Uberabinha,sul,105,3,4200
rua,José Antônio Coelho, Vila Mariana,sul,83,2,3111
rua,Peixoto Gomide, Jardim Paulista,sul,188,3,5100
rua,Quatá, Vila Olímpia,sul,40,1,4200
rua,Urussuí, Itaim Bibi,sul,47,1,3550
rua,Doutor Nicolau De Sousa Queirós, Vila Mariana,sul,34,1,2000
rua,Fábio Lopes Dos Santos Luz, Vila Andrade,sul,40,1,2950
rua,Alexandre Dumas, Chácara Santo Antônio,sul,90,3,2640
rua,Leopoldo Couto De Magalhães Júnior, Itaim Bibi,sul,72,2,8000
rua,Alves Ribeiro, Cambuci,sul,69,1,1400
rua,Doutor Eduardo Amaro, Paraíso,sul,90,2,4100
rua,Álvaro Luís Roberto De Assumpção, Campo Belo,sul,140,3,6000
rua,Visconde Da Luz, Vila Nova Conceição,sul,110,3,4200
rua,Doutor Pinto Ferraz, Vila Mariana,sul,60,2,2600
rua,Manuel Girão, Jardim Maria Estela,sul,70,1,1150
rua,Maria Figueiredo, Paraíso,sul,247,3,10500
rua,Ipiranga, Jardim Aeroporto,sul,50,2,2364
rua,Martim De Sá, Vila Mariana,sul,285,4,8500
rua,Marquês De Maricá, Sacomã,sul,55,1,1200
rua,Joinville, Vila Mariana,sul,41,1,2000
rua,Domingos De Morais, Vila Mariana,sul,92,2,3500
rua,Laranjal, Vila Marte,sul,55,2,1300
rua,Peixoto Gomide, Jardim Paulista,sul,100,2,3500
rua,Madre Cabrini, Vila Mariana,sul,90,3,4340
rua,Professora Carolina Ribeiro, Jardim Vila Mariana,sul,225,3,2100
rua,João De Sousa Dias, Campo Belo,sul,39,1,1900
rua,Lourdes Fernandes Grossmann, Vila Santo Estéfano,sul,150,3,2100
rua,Francisco Pessoa, Vila Andrade,sul,127,3,3774
rua,Batataes, Jardim Paulista,sul,33,1,2669
rua,Eurípedes, Vila Do Encontro,sul,36,1,1300
rua,Leandro Dupret, Vila Clementino,sul,176,3,10000
rua,Guaratuba, Vila Guarani (z Sul),sul,41,1,1640
rua,Visconde De Inhaúma, Vila Da Saúde,sul,61,2,2900
rua,Abílio Soares, Paraíso,sul,100,2,2600
rua,Biobedas, Parque Imperial,sul,39,1,1900
rua,Osvaldo De Andrade, Vila Cruzeiro,sul,28,1,1200
rua,São José, Santo Amaro,sul,45,1,2600
rua,Gaivota, Moema,sul,60,2,3377
rua,João Cachoeira, Vila Nova Conceição,sul,30,1,4800
rua,Gomes De Carvalho, Vila Olímpia,sul,77,2,2900
rua,Pedroso Alvarenga, Itaim Bibi,sul,128,2,5500
rua,Vergueiro, Vila Firmiano Pinto,sul,48,2,1865
rua,Araguari, Vila Uberabinha,sul,110,3,4400
rua,Deputado João Sussumu Hirata, Vila Andrade,sul,65,2,1350
rua,Jurupari, Jardim Oriental,sul,60,1,1000
rua,Engenheiro João Monteiro Da Gama, Vila Da Saúde,sul,71,2,3000
rua,Vergueiro, Vila Firmiano Pinto,sul,44,1,2005
rua,Borges Lagoa, Vila Clementino,sul,42,1,1800
rua,Antônio Cantarella, Vila Santo Estéfano,sul,150,3,2700
rua,Vieira De Morais, Campo Belo,sul,38,1,2200
rua,Marcos Fernandes, Jardim Da Saúde,sul,120,3,2700
rua,Doutor Aramis Ataíde, Vila Cruzeiro,sul,23,1,1100
rua,Cesar Vallejo, Real Parque,sul,35,1,2300
rua,Pedro Victor, Vila Firmiano Pinto,sul,72,3,2600
rua,Doutor Elísio De Castro, Vila Dom Pedro I,sul,89,3,3520
rua,Francisco Pessoa, Vila Andrade,sul,130,3,5500
rua,Itapimirum, Vila Andrade,sul,138,3,5100
rua,Doutor Nicolau De Sousa Queirós, Vila Mariana,sul,45,2,2400
rua,Pascal, Campo Belo,sul,61,2,4300
rua,Domingos De Morais, Vila Mariana,sul,83,2,2273
rua,Paula Ney, Vila Mariana,sul,48,1,3290
rua,Pedroso Alvarenga, Itaim Bibi,sul,29,1,1983
rua,Joaquim Morais, Vila Santa Catarina,sul,62,3,1674
rua,Dos Curupiás, Jabaquara,sul,73,2,1551
rua,Macaxás, Vila Nair,sul,30,1,1100
rua,Jesuíno Arruda, Itaim Bibi,sul,104,2,8000
rua,Flórida, Chácara Itaim,sul,98,2,8500
rua,João Franco Oliveira, Campininha,sul,90,2,2050
rua,José Antônio Coelho, Vila Mariana,sul,34,1,1600
rua,Domingo De Soto, Jardim Vila Mariana,sul,28,1,2500
rua,Tenente Azevedo, Aclimação,sul,75,2,2500
rua,Doutor Neto De Araújo, Vila Mariana,sul,100,3,2780
rua,José De Oliveira Coelho, Vila Andrade,sul,130,4,3017
rua,Bela Cintra, Cidade Júlia,sul,28,1,1990
rua,Potenji, Vila Mariana,sul,81,3,3500
rua,Gabriele D#39annunzio, Campo Belo,sul,37,1,4000
rua,Luís Correia De Melo, Vila Cruzeiro,sul,54,1,3570
rua,Vergueiro, Vila Firmiano Pinto,sul,55,2,1800
rua,Cruz E Souza, Aclimação,sul,54,1,2000
rua,Coronel Artur Godoi, Vila Mariana,sul,200,3,5400
rua,Visconde Da Luz, Vila Nova Conceição,sul,79,2,3200
rua,Doutor Paschoal Imperatriz, Vila Gertrudes,sul,96,1,4500
rua,Nossa Senhora Da Saude, Vila Das Mercês,sul,55,2,1400
rua,Bamboré, Ipiranga,sul,90,2,2700
rua,Charles Spencer Chaplin, Vila Andrade,sul,49,1,2250
rua,Reno, Vila Moinho Velho,sul,50,2,1600
rua,Manuel Buchalla, Sacomã,sul,80,2,1400
rua,Maratona, Vila Alexandria,sul,64,2,3600
rua,Charles Spencer Chaplin, Vila Andrade,sul,70,1,2700
rua,Oneyda Alvarenga, Vila Da Saúde,sul,57,2,1800
rua,Luís Góis, Mirandópolis,sul,96,3,2730
rua,Sampaio Viana, Paraíso,sul,98,2,3205
rua,Marquesa Santos, Vila Dom Pedro I,sul,41,1,2600
rua,Dois De Julho, Ipiranga,sul,45,1,2350
rua,Domingos De Moraes, Vila Mariana,sul,160,3,4300
rua,Barão Vallim, Campo Belo,sul,63,2,2050
rua,Deputado Laércio Corte, Paraíso Do Morumbi,sul,125,1,3650
